Site Name,Current WAN1,Future WAN1,WAN1 Change,Current WAN2,Future WAN2,WAN2 Change,Fix Type
OHN 06,nArmstrong Cable n (300.0M x 300.0M),Armstrong Cable (300.0M x 300.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
OHS 01,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
OHS 02,nAltafiber n (600.0M x 300.0M),Altafiber (600.0M x 300.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OHS 03,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAltafiber n (400.0M x 200.0M),Altafiber (400.0M x 200.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OHS 04,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAltafiber n (400.0M x 200.0M),Altafiber (400.0M x 200.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OHS 05,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAltafiber n (400.0M x 200.0M),Altafiber (400.0M x 200.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OHT 02,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKA 01,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nSparkLight n (300.0M x 30.0M),SparkLight (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKE 01,(empty),(empty),,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix
OKO_00,(empty),(empty),,nCox Communications n (300.0M x 30.0M),Cox Communications (300.0M x 30.0M),✓ CHANGED,Provider Name Fix
OKO 02,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKO 03,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKO 04,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKO 05,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKO 06,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKO 07,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKO 08,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKO 09,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKO 10,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKO 11,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (1000.0M x 200.0M),AT&T Broadband II (1000.0M x 200.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKO 12,nBluePeak Communications n (1000.0M x 1000.0M),BluePeak Communications (1000.0M x 1000.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 75.0M),AT&T Broadband II (300.0M x 75.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKO 13,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKO 14,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nVyve n (500.0M x 50.0M),Vyve (500.0M x 50.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKT 01,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nEB2-Windstream Fiber n (500.0M x 500.0M),EB2-Windstream Fiber (500.0M x 500.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKT 02,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKT 03,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKT 05,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nBTC Broadband n (300.0M x 50.0M),BTC Broadband (300.0M x 50.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKT 06,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nBTC Broadband n (300.0M x 50.0M),BTC Broadband (300.0M x 50.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKT 07,nAT&T Broadband II n (500.0M x 100.0M),AT&T Broadband II (500.0M x 100.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
OKT 08,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nEB2-Windstream Fiber n (500.0M x 500.0M),EB2-Windstream Fiber (500.0M x 500.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ORM 01,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nHunter Communications n (300.0M x 100.0M),Hunter Communications (300.0M x 100.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ORP 01,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
ORP 02,nPort 3 connected to G0 1 on 2960 switch n (),Port 3 connected to G0 1 on 2960 switch (),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
ORP 03,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nZiply Fiber n (500.0M x 500.0M),Ziply Fiber (500.0M x 500.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ORP 04,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
ORP 05,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
ORP 08,nDSR TDS Cable n (300.0M x 30.0M),DSR TDS Cable (300.0M x 30.0M),✓ CHANGED,nVerizon Business (),Verizon Business (),✓ CHANGED,Provider Name Fix + Provider Name Fix
ORP 09,(empty),(empty),,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix
ORP 10,nHiLight Internet n (500.0M x 500.0M),HiLight Internet (500.0M x 500.0M),✓ CHANGED,nComcast Workplace n (500.0M x 30.0M),Comcast Workplace (500.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
ORP 11,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
PAW 01,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCA 01,nBreezeline Formerly Atlantic Broadband n (500.0M x 40.0M),Breezeline Formerly Atlantic Broadband (500.0M x 40.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 01,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 02,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 03,nComporium Com DDSL | Dedicated Line ADSL Dry Loop | n (1000.0M x 35.0M),Comporium Com DDSL | Dedicated Line ADSL Dry Loop | (1000.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 04,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 05,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 07,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nComporium Com DIA n (400.0M x 400.0M),Comporium Com DIA (400.0M x 400.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 08,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nEB2-Windstream Fiber n (500.0M x 500.0M),EB2-Windstream Fiber (500.0M x 500.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 09,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nComporium Com n (400.0M x 10.0M),Comporium Com (400.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 10,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 11,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 14,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 15,nFarmers Telephone Cooperative Inc. n (1000.0M x 1000.0M),Farmers Telephone Cooperative Inc. (1000.0M x 1000.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 16,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nWideOpenWest n (600.0M x 50.0M),WideOpenWest (600.0M x 50.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
SCC 18,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
SDR 01,nMidcontinent - 3rd Party Cable - n (500.0M x 500.0M),Midcontinent - 3rd Party Cable - (500.0M x 500.0M),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
SDS 01,nMidcontinent n (1000.0M x 60.0M),Midcontinent (1000.0M x 60.0M),✓ CHANGED,nEB2-Centurylink DSL n (100.0M x 10.0M),EB2-Centurylink DSL (100.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNC 01,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNC 02,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNC 03,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNE 01,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,nBrightRidge n (300.0M x 30.0M),BrightRidge (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNE 02,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNK 01,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNK 02,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNM 01,nComcast n (),Comcast (),✓ CHANGED,nVerizon Business (),Verizon Business (),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNM 02,nComcast Workplace n (300.0M x 25.0M),Comcast Workplace (300.0M x 25.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNM 03,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNM 04,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNM 05,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN_00,nAT&T n (300.0M x 300.0M),AT&T (300.0M x 300.0M),✓ CHANGED,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 02,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,(empty),(empty),,Provider Name Fix
TNN 03,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 04,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 05,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 06,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 07,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 08,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 09,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 10,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 11,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 12,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 13,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 14,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nSpectrum n (1000.0M x 50.0M),Spectrum (1000.0M x 50.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 15,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TNN 16,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 01,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 02,(empty),(empty),,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix
TXA 03,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 04,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 05,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 06,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 07,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAstound n (500.0M x 20.0M),Astound (500.0M x 20.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 08,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nUnite Private Networks n (300.0M x 300.0M),Unite Private Networks (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 09,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 10,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 11,nSpectrum n (),Spectrum (),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 12,(empty),(empty),,nVerizon Business (),Verizon Business (),✓ CHANGED,Provider Name Fix
TXA 13,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 15,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 16,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nUnite Private Networks n (300.0M x 300.0M),Unite Private Networks (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 18,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 19,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 21,nAltice n (500.0M x 50.0M),Altice (500.0M x 50.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 22,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nVerizon Business (),Verizon Business (),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXA 23,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXC 01,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXC 03,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXC 04,nSpectrum n (300.0M x 20.0M),Spectrum (300.0M x 20.0M),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXC 05,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXC 06,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nAltice n (500.0M x 50.0M),Altice (500.0M x 50.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXC 07,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXC 08,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXC 09,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXC 10,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
