site_name,site_id,circuit_purpose,dsr_provider,dsr_speed,dsr_cost,dsr_ip,meraki_wan1_provider,wan1_ip,wan1_arin_provider,meraki_wan2_provider,wan2_ip,wan2_arin_provider,current_match,normalized_dsr_provider,normalized_wan1_arin,normalized_wan2_arin,wan1_arin_matches_dsr,wan2_arin_matches_dsr
FLM 02,FLM 02,Primary,Spectrum,600.0M x 35.0M,244.45,71.41.210.34,Spectrum,71.41.210.34,Charter Communications,AT&T Broadband II,75.49.166.185,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
FLM 02,FLM 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,75.49.166.185,Spectrum,71.41.210.34,Charter Communications,AT&T Broadband II,75.49.166.185,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
FLO 01,FLO 01,Primary,Spectrum,600.0M x 35.0M,172.23,75.112.41.254,Spectrum,75.112.41.254,"Charter Communications, Inc",Verizon Business,166.168.184.113,Verizon,WAN1,spectrum,spectrum,verizon,Yes,No
FLO 02,FLO 02,Primary,Spectrum,600.0M x 35.0M,172.23,75.112.39.62,Spectrum,75.112.39.62,Charter Communications,Digi,192.168.2.100,Private IP,WAN1,spectrum,spectrum,private,Yes,No
FLO 03,FLO 03,Primary,Spectrum,600.0M x 35.0M,244.45,71.41.117.78,AT&T Broadband II,68.95.180.85,AT&T,Spectrum,71.41.117.78,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
FLO 03,FLO 03 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,68.95.180.81,AT&T Broadband II,68.95.180.85,AT&T,Spectrum,71.41.117.78,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
FLO 04,FLO 04,Primary,Spectrum,600.0M x 35.0M,244.45,45.3.143.186,Spectrum,45.3.143.186,"Charter Communications, Inc",AT&T Broadband II,67.38.47.161,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
FLO 04,FLO 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,67.38.47.161,Spectrum,45.3.143.186,"Charter Communications, Inc",AT&T Broadband II,67.38.47.161,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
FLO 05,FLO 05,Primary,Spectrum,600.0M x 35.0M,244.45,45.3.171.18,Spectrum,45.3.171.18,Charter Communications,Starlink,143.105.20.235,"SpaceX Services, Inc.",WAN1,spectrum,spectrum,spacex,Yes,No
FLO 06,FLO 06,Primary,Spectrum,600.0M x 35.0M,172.23,97.68.34.70,Spectrum,97.68.34.70,"Charter Communications, Inc",AT&T Broadband II,108.84.88.65,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
FLO 06,FLO 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.84.88.65,Spectrum,97.68.34.70,"Charter Communications, Inc",AT&T Broadband II,108.84.88.65,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
FLO 07,FLO 07,Primary,Spectrum,600.0M x 35.0M,244.45,45.3.130.82,AT&T Broadband II,172.2.223.173,AT&T,Spectrum,45.3.130.82,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
FLO 07,FLO 07 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,172.2.223.169,AT&T Broadband II,172.2.223.173,AT&T,Spectrum,45.3.130.82,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
FLO 08,FLO 08,Primary,Spectrum,600.0M x 35.0M,244.45,131.148.46.74,Spectrum,131.148.46.74,Charter Communications,VZW Cell,192.168.0.164,Private IP,WAN1,spectrum,spectrum,private,Yes,No
FLO 09,FLO 09,Primary,Spectrum,600.0M x 35.0M,244.45,131.148.26.138,Spectrum,131.148.26.138,Charter Communications,Digi,192.168.2.214,Private IP,WAN1,spectrum,spectrum,private,Yes,No
FLO 10,FLO 10,Primary,Spectrum,600.0M x 35.0M,244.45,71.41.79.238,Spectrum,71.41.79.238,Charter Communications,AT&T Cell,192.168.2.175,Private IP,WAN1,spectrum,spectrum,private,Yes,No
FLO 11,FLO 11,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.94.20.169,Comcast Workplace,96.94.20.169,Comcast,VZW Cell,192.168.0.151,Private IP,WAN1,comcast,comcast,private,Yes,No
FLO 12,FLO 12,Primary,Spectrum,600.0M x 35.0M,172.23,97.68.106.46,Spectrum,97.68.106.46,Charter Communications,AT&T Broadband II,45.27.249.129,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
FLO 12,FLO 12 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,45.27.249.129,Spectrum,97.68.106.46,Charter Communications,AT&T Broadband II,45.27.249.129,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
FLO 13,FLO 13,Primary,Spectrum,600.0M x 35.0M,172.23,97.68.93.114,Spectrum,192.168.1.2,Private IP,VZW Cell,192.168.0.151,Private IP,WAN1,spectrum,private,private,No,No
FLO 14,FLO 14,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,99.25.86.105,AT&T Broadband II,99.25.86.105,AT&T,Spectrum,97.71.128.178,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
FLO 14,FLO 14- B,Secondary,Spectrum,600.0M x 35.0M,172.23,97.71.128.178,AT&T Broadband II,99.25.86.105,AT&T,Spectrum,97.71.128.178,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
FLO 15,FLO 15,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,68.95.178.169,AT&T Broadband II,68.95.178.169,AT&T,Spectrum,71.42.61.162,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
FLO 15,FLO 15- B,Secondary,Spectrum,600.0M x 35.0M,172.23,71.42.61.162,AT&T Broadband II,68.95.178.169,AT&T,Spectrum,71.42.61.162,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
FLO 16,FLO 16,Primary,Spectrum,600.0M x 35.0M,172.23,144.129.80.126,Spectrum,144.129.80.126,Charter Communications,VZW Cell,192.168.0.151,Private IP,WAN1,spectrum,spectrum,private,Yes,No
FLP 01,FLP 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,174.76.192.26,Cox Business/BOI,174.76.192.26,Cox Communications,AT&T Broadband II,99.106.185.17,AT&T,WAN1,cox,cox,at&t,Yes,No
FLP 01,FLP 01- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.106.185.17,Cox Business/BOI,174.76.192.26,Cox Communications,AT&T Broadband II,99.106.185.17,AT&T,WAN2,at&t,cox,at&t,No,Yes
FLP 02,FLP 02,Primary,AT&T Broadband II,200.0M x 200.0M,105.00,162.233.215.49,AT&T Broadband II,162.233.215.49,AT&T,AT&T Cell,192.168.2.213,Private IP,WAN1,at&t,at&t,private,Yes,No
FLP 03,FLP 03,Primary,Mediacom/BOI,300.0M x 20.0M,244.69,72.255.76.90,AT&T Broadband II,104.61.207.4,AT&T,,,,No Match,mediacom/boi,at&t,,No,No
FLP 03,FLP 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.61.207.1,AT&T Broadband II,104.61.207.4,AT&T,,,,WAN1,at&t,at&t,,Yes,No
FLP 04,FLP 04,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.191.245.201,Cox Business/BOI,98.191.245.201,Cox Communications,AT&T Broadband II,162.233.210.113,AT&T,WAN1,cox,cox,at&t,Yes,No
FLP 04,FLP 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.233.210.113,Cox Business/BOI,98.191.245.201,Cox Communications,AT&T Broadband II,162.233.210.113,AT&T,WAN2,at&t,cox,at&t,No,Yes
FLS 01,FLS 01,Primary,Comcast Workplace,300.0M x 30.0M,175.56,96.64.172.49,Comcast Workplace,96.64.172.49,Comcast,AT&T Broadband II,107.131.180.145,AT&T,WAN1,comcast,comcast,at&t,Yes,No
FLS 01,FLS 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.131.180.145,Comcast Workplace,96.64.172.49,Comcast,AT&T Broadband II,107.131.180.145,AT&T,WAN2,at&t,comcast,at&t,No,Yes
FLS 02,FLS 02,Primary,Comcast Workplace,600.0M x 35.0M,234.45,23.24.160.5,Comcast Workplace,23.24.160.5,Comcast,Accelerated,192.168.2.186,Private IP,WAN1,comcast,comcast,private,Yes,No
FLS 03,FLS 03,Primary,Comcast Workplace,600.0M x 35.0M,234.45,173.9.149.9,Comcast Workplace,173.9.149.9,Comcast,AT&T Broadband II,76.221.191.169,AT&T,WAN1,comcast,comcast,at&t,Yes,No
FLS 03,FLS 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,76.221.191.169,Comcast Workplace,173.9.149.9,Comcast,AT&T Broadband II,76.221.191.169,AT&T,WAN2,at&t,comcast,at&t,No,Yes
FLS 04,FLS 04,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.223.229.225,AT&T Broadband II,108.223.229.225,AT&T,Comcast Workplace,71.27.217.245,Comcast,WAN1,at&t,at&t,comcast,Yes,No
FLS 04,FLS 04 -B,Secondary,Comcast Workplace,300.0M x 30.0M,175.56,71.27.217.245,AT&T Broadband II,108.223.229.225,AT&T,Comcast Workplace,71.27.217.245,Comcast,WAN2,comcast,at&t,comcast,No,Yes
FLT 01,FLT 01,Primary,MetroNet,300.0M x 300.0M,129.95,46.110.99.217,Comcast,96.65.145.1,Comcast,MetroNet,46.110.99.217,Metronet,WAN2,metronet,comcast,metronet,No,Yes
FLT 02,FLT 02- B,Secondary,MetroNet,300.0M x 300.0M,129.95,46.110.100.229,Comcast,50.252.158.189,Comcast,MetroNet,46.110.100.229,Metronet,WAN2,metronet,comcast,metronet,No,Yes
GAA 01,GAA 01- B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,75.52.168.161,Comcast,96.73.255.205,Comcast,AT&T Broadband II,75.52.168.161,AT&T,WAN2,at&t,comcast,at&t,No,Yes
GAA 03,GAA 03,Primary,Comcast Workplace,250.0M x 25.0M,186.18,96.77.72.189,Private Customer - AT&T Internet Services,99.34.24.243,AT&T,"Comcast Cable Communications, LLC",10.1.10.85,Private IP,No Match,comcast,at&t,private,No,No
GAA 03,GAA 03 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.34.24.241,Private Customer - AT&T Internet Services,99.34.24.243,AT&T,"Comcast Cable Communications, LLC",10.1.10.85,Private IP,No Match,at&t,at&t,private,Yes,No
GAA 05,GAA 05,Primary,AT&T Broadband II,300.0M x 300.0M,105.01,75.52.170.49,Comcast,96.93.171.53,Comcast,AT&T Broadband II,75.52.170.49,AT&T,WAN2,at&t,comcast,at&t,No,Yes
GAA 06,GAA 06,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.93.161.169,Comcast Workplace,96.93.161.169,Comcast,AT&T Broadband II,162.230.152.9,AT&T,WAN1,comcast,comcast,at&t,Yes,No
GAA 06,GAA 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.230.152.9,Comcast Workplace,96.93.161.169,Comcast,AT&T Broadband II,162.230.152.9,AT&T,WAN2,at&t,comcast,at&t,No,Yes
GAA 07,GAA 07,Primary,Spectrum,600.0M x 35.0M,172.23,24.178.75.226,Spectrum,24.178.75.226,Charter Communications,VZW Cell,192.168.0.151,Private IP,WAN1,spectrum,spectrum,private,Yes,No
GAA 08,GAA 08,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.87.236.113,AT&T Broadband II,162.205.237.113,AT&T,Comcast Workplace,96.87.236.113,Comcast,WAN2,comcast,at&t,comcast,No,Yes
GAA 08,GAA 08 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.205.237.113,AT&T Broadband II,162.205.237.113,AT&T,Comcast Workplace,96.87.236.113,Comcast,WAN1,at&t,at&t,comcast,Yes,No
GAA 11,GAA 11,Primary,Spectrum,600.0M x 35.0M,244.45,75.141.179.26,Spectrum,75.141.179.26,Charter Communications,AT&T Broadband II,172.124.120.201,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
GAA 11,GAA 11 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,172.124.120.201,Spectrum,75.141.179.26,Charter Communications,AT&T Broadband II,172.124.120.201,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
GAA 14,GAA 14- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,107.130.209.169,Comcast,96.73.252.21,Comcast,AT&T Broadband II,107.130.209.169,AT&T,WAN2,at&t,comcast,at&t,No,Yes
GAA 17,GAA 17,Primary,Spectrum,600.0M x 35.0M,244.45,47.46.129.106,Spectrum,47.46.129.106,Charter Communications,AT&T Broadband II,107.133.226.177,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
GAA 17,GAA 17 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.133.226.177,Spectrum,47.46.129.106,Charter Communications,AT&T Broadband II,107.133.226.177,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
GAA 19,GAA 19,Primary,Spectrum,600.0M x 35.0M,172.23,96.38.200.190,AT&T Broadband II,75.33.170.97,AT&T,Spectrum,96.38.200.190,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
GAA 19,GAA 19 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,75.33.170.97,AT&T Broadband II,75.33.170.97,AT&T,Spectrum,96.38.200.190,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
GAA 22,GAA 22,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.176.62.247,Cox Business/BOI,184.176.62.247,Cox Communications,VZW Cell,192.168.0.151,Private IP,WAN1,cox,cox,private,Yes,No
GAA 24,GAA 24,Primary,Spectrum,600.0M x 35.0M,172.23,71.85.69.170,Spectrum,71.85.69.170,Charter Communications,AT&T Broadband II,68.72.136.193,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
GAA 24,GAA 24 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,68.72.136.193,Spectrum,71.85.69.170,Charter Communications,AT&T Broadband II,68.72.136.193,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
GAA 25,GAA 25- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.235.81.185,AT&T Broadband II,162.235.81.185,AT&T,,50.251.137.177,Comcast,WAN1,at&t,at&t,comcast,Yes,No
GAA 26,GAA 26,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.212.183.137,Cox Business/BOI,72.212.183.137,Cox Communications,AT&T Broadband II,162.205.235.113,AT&T,WAN1,cox,cox,at&t,Yes,No
GAA 26,GAA 26 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.205.235.113,Cox Business/BOI,72.212.183.137,Cox Communications,AT&T Broadband II,162.205.235.113,AT&T,WAN2,at&t,cox,at&t,No,Yes
GAA 28,GAA 28- B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.8.195.153,Comcast,96.77.72.169,Comcast,AT&T Broadband II,99.8.195.153,AT&T,WAN2,at&t,comcast,at&t,No,Yes
GAA 29,GAA 29,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.180.210.185,AT&T Broadband II,104.180.210.185,AT&T,Comcast Workplace,64.139.67.233,Comcast,WAN1,at&t,at&t,comcast,Yes,No
GAA 29,GAA 29- B,Secondary,Comcast Workplace,300.0M x 30.0M,175.56,64.139.67.233,AT&T Broadband II,104.180.210.185,AT&T,Comcast Workplace,64.139.67.233,Comcast,WAN2,comcast,at&t,comcast,No,Yes
GAA 31,GAA 31,Primary,Spectrum,600.0M x 35.0M,244.45,47.46.148.246,Spectrum,47.46.148.246,Charter Communications,Verizon Business,166.168.180.16,Verizon,WAN1,spectrum,spectrum,verizon,Yes,No
GAA 32,GAA 32,Primary,Comcast Workplace,300.0M x 30.0M,175.56,96.91.136.237,Comcast Workplace,96.91.136.237,Comcast,AT&T Broadband II,104.61.89.193,AT&T,WAN1,comcast,comcast,at&t,Yes,No
GAA 32,GAA 32 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.61.89.193,Comcast Workplace,96.91.136.237,Comcast,AT&T Broadband II,104.61.89.193,AT&T,WAN2,at&t,comcast,at&t,No,Yes
GAA 33,GAA 33,Primary,Comcast Workplace,250.0M x 25.0M,186.18,96.73.212.193,AT&T Broadband II,162.230.155.225,AT&T,Comcast Workplace,96.73.212.193,Comcast,WAN2,comcast,at&t,comcast,No,Yes
GAA 33,GAA 33 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.230.155.225,AT&T Broadband II,162.230.155.225,AT&T,Comcast Workplace,96.73.212.193,Comcast,WAN1,at&t,at&t,comcast,Yes,No
GAA 34,GAA 34,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.89.79.69,AT&T Broadband II,108.209.98.49,AT&T,Comcast Workplace,96.89.79.69,Comcast,WAN2,comcast,at&t,comcast,No,Yes
GAA 34,GAA 34 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.209.98.49,AT&T Broadband II,108.209.98.49,AT&T,Comcast Workplace,96.89.79.69,Comcast,WAN1,at&t,at&t,comcast,Yes,No
GAA 35,GAA 35,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.248.240.73,AT&T Broadband II,70.228.103.225,AT&T,Comcast Workplace,50.248.240.73,Comcast,WAN2,comcast,at&t,comcast,No,Yes
GAA 35,GAA 35 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,70.228.103.225,AT&T Broadband II,70.228.103.225,AT&T,Comcast Workplace,50.248.240.73,Comcast,WAN1,at&t,at&t,comcast,Yes,No
GAA 36,GAA 36,Primary,Comcast Workplace,300.0M x 30.0M,175.56,96.94.172.105,AT&T Broadband II,108.232.191.161,AT&T,Comcast Workplace,96.94.172.105,Comcast,WAN2,comcast,at&t,comcast,No,Yes
GAA 36,GAA 36 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.232.191.161,AT&T Broadband II,108.232.191.161,AT&T,Comcast Workplace,96.94.172.105,Comcast,WAN1,at&t,at&t,comcast,Yes,No
GAA 37,GAA 37,Primary,Comcast Workplace,250.0M x 25.0M,186.18,173.160.71.21,AT&T Broadband II,107.222.170.169,AT&T,Comcast Workplace,173.160.71.21,Comcast,WAN2,comcast,at&t,comcast,No,Yes
GAA 37,GAA 37 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.222.170.169,AT&T Broadband II,107.222.170.169,AT&T,Comcast Workplace,173.160.71.21,Comcast,WAN1,at&t,at&t,comcast,Yes,No
GAA 38,GAA 38,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,70.186.63.72,Cox Business/BOI,70.186.63.72,Cox Communications,EB2-Hargray Cable,67.216.148.19,"Hargray Communications Group, Inc.",WAN1,cox,cox,hargray,Yes,No
GAA 38,GAA 38 -B,Secondary,EB2-Hargray Cable,300.0M x 30.0M,248.00,67.216.148.19,Cox Business/BOI,70.186.63.72,Cox Communications,EB2-Hargray Cable,67.216.148.19,"Hargray Communications Group, Inc.",WAN2,eb2-hargray,cox,hargray,No,No
GAA 39,GAA 39,Primary,Comcast Workplace,250.0M x 25.0M,186.18,50.215.240.117,Comcast Workplace,50.215.240.117,Comcast,AT&T Broadband II,104.184.145.225,AT&T,WAN1,comcast,comcast,at&t,Yes,No
GAA 39,GAA 39 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.184.145.225,Comcast Workplace,50.215.240.117,Comcast,AT&T Broadband II,104.184.145.225,AT&T,WAN2,at&t,comcast,at&t,No,Yes
GAA 40,GAA 40,Primary,Comcast Workplace,250.0M x 25.0M,186.18,50.243.202.233,AT&T Broadband II,104.184.149.249,AT&T,Comcast Workplace,50.243.202.233,Comcast,WAN2,comcast,at&t,comcast,No,Yes
GAA 40,GAA 40 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.184.149.249,AT&T Broadband II,104.184.149.249,AT&T,Comcast Workplace,50.243.202.233,Comcast,WAN1,at&t,at&t,comcast,Yes,No
GAA 41,GAA 41,Primary,Comcast Workplace,250.0M x 25.0M,186.18,71.25.170.29,Comcast Workplace,71.25.170.29,Comcast,AT&T Cell,192.168.2.117,Private IP,WAN1,comcast,comcast,private,Yes,No
GAA 42,GAA 42,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.77.126.169,Comcast Workplace,96.77.126.169,Comcast,AT&T Cell,192.168.2.156,Private IP,WAN1,comcast,comcast,private,Yes,No
GAA 43,GAA 43,Primary,Spectrum,940.0M x 35.0M,350.00,96.38.224.146,AT&T,12.51.111.53,AT&T,Spectrum,96.38.224.148,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
GAA 43,GAA 43,Primary,Spectrum,940.0M x 35.0M,350.00,96.38.224.146,AT&T,12.51.111.50,AT&T,Spectrum,96.38.224.149,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
GAA 44,GAA 44,Primary,Comcast Workplace,250.0M x 25.0M,186.18,173.160.65.217,Comcast Workplace,173.160.65.217,Comcast,EB2-Windstream Fiber,66.217.86.150,Windstream Communications LLC,WAN1,comcast,comcast,windstream,Yes,No
GAA 44,GAA 44 -B,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,209.00,66.217.86.150,Comcast Workplace,173.160.65.217,Comcast,EB2-Windstream Fiber,66.217.86.150,Windstream Communications LLC,WAN2,windstream,comcast,windstream,No,Yes
GAA 45,GAA 45,Primary,Mediacom/BOI,300.0M x 20.0M,244.69,192.119.222.34,AT&T Broadband II,99.28.20.49,AT&T,Mediacom/BOI,192.119.222.34,Mediacom Communications Corporation,WAN2,mediacom/boi,at&t,mediacom,No,No
GAA 45,GAA 45 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.28.20.49,AT&T Broadband II,99.28.20.49,AT&T,Mediacom/BOI,192.119.222.34,Mediacom Communications Corporation,WAN1,at&t,at&t,mediacom,Yes,No
GAA 46,GAA 46,Primary,AT&T Broadband II,2000.0M x 2000.0M,240.04,99.14.165.1,Mediacom/BOI,108.166.159.78,Mediacom Communications Corporation,AT&T Broadband II,99.14.165.1,AT&T,WAN2,at&t,mediacom,at&t,No,Yes
GAA 46,GAA 46- B,Secondary,Mediacom/BOI,1000.0M x 30.0M,353.34,108.166.159.78,Mediacom/BOI,108.166.159.78,Mediacom Communications Corporation,AT&T Broadband II,99.14.165.1,AT&T,WAN1,mediacom/boi,mediacom,at&t,No,No
GAE 01,GAE 01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,74.94.242.169,Comcast Workplace,74.94.242.169,Comcast,EB2-Hargray Cable,108.175.205.9,"Hargray Communications Group, Inc.",WAN1,comcast,comcast,hargray,Yes,No
GAE 01,GAE 01 -B,Secondary,EB2-Hargray Cable,300.0M x 30.0M,248.00,108.175.205.9,Comcast Workplace,74.94.242.169,Comcast,EB2-Hargray Cable,108.175.205.9,"Hargray Communications Group, Inc.",WAN2,eb2-hargray,comcast,hargray,No,No
GAE 02,GAE 02,Primary,Comcast Workplace,250.0M x 25.0M,186.18,50.77.1.249,Comcast Workplace,50.77.1.249,Comcast,AT&T Broadband II,108.209.99.25,AT&T,WAN1,comcast,comcast,at&t,Yes,No
GAE 02,GAE 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.209.99.25,Comcast Workplace,50.77.1.249,Comcast,AT&T Broadband II,108.209.99.25,AT&T,WAN2,at&t,comcast,at&t,No,Yes
GAE 03,GAE 03,Primary,Comcast Workplace,250.0M x 25.0M,186.18,173.163.230.157,Comcast Workplace,173.163.230.157,Comcast,AT&T Broadband II,99.111.69.89,AT&T,WAN1,comcast,comcast,at&t,Yes,No
GAE 03,GAE 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.111.69.89,Comcast Workplace,173.163.230.157,Comcast,AT&T Broadband II,99.111.69.89,AT&T,WAN2,at&t,comcast,at&t,No,Yes
GAN 01,GAN 01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,75.146.81.49,Comcast Workplace,10.1.10.47,Private IP,AT&T Broadband II,162.230.232.130,AT&T,WAN1,comcast,private,at&t,No,No
GAN 01,GAN 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,162.230.232.129,Comcast Workplace,10.1.10.47,Private IP,AT&T Broadband II,162.230.232.130,AT&T,WAN2,at&t,private,at&t,No,Yes
GAS 01,GAS 01,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,74.84.120.114,AT&T Broadband II,99.27.27.161,AT&T,Mediacom Communications Corporation,74.84.120.114,Mediacom Communications Corporation,No Match,mediacom/boi,at&t,mediacom,No,No
GAS 01,GAS 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.27.27.161,AT&T Broadband II,99.27.27.161,AT&T,Mediacom Communications Corporation,74.84.120.114,Mediacom Communications Corporation,WAN1,at&t,at&t,mediacom,Yes,No
IAC 01,IAC 01,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,45.59.13.82,Mediacom Communications Corporation,45.59.13.82,Mediacom Communications Corporation,EB2-Lumen DSL,192.168.0.7,Private IP,No Match,mediacom/boi,mediacom,private,No,No
IAC 01,IAC 01- B,Secondary,EB2-Lumen DSL,140.0M x 20.0M,151.00,63.228.164.113,Mediacom Communications Corporation,45.59.13.82,Mediacom Communications Corporation,EB2-Lumen DSL,192.168.0.7,Private IP,WAN2,centurylink,mediacom,private,No,No
IAC 02,IAC 02,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,72.255.120.130,Mediacom Communications Corporation,72.255.120.130,Mediacom Communications Corporation,ImOn Communications,207.191.192.33,ImOn Communications,No Match,mediacom/boi,mediacom,imon,No,No
IAC 02,IAC 02- B,Secondary,ImOn Communications,100.0M x 100.0M,199.99,207.191.192.33,Mediacom Communications Corporation,72.255.120.130,Mediacom Communications Corporation,ImOn Communications,207.191.192.33,ImOn Communications,WAN2,imon,mediacom,imon,No,Yes
IAD 01,IAD 01,Primary,Mediacom/BOI,1000.0M x 30.0M,338.30,192.119.207.250,Mediacom Communications Corporation,192.119.207.250,Mediacom Communications Corporation,Metronet,192.168.4.22,Private IP,No Match,mediacom/boi,mediacom,private,No,No
IAD 01,IAD 01- B,Secondary,Metronet,300.0M x 300.0M,139.95,149.154.7.87,Mediacom Communications Corporation,192.119.207.250,Mediacom Communications Corporation,Metronet,192.168.4.22,Private IP,WAN2,metronet,mediacom,private,No,No
IAD 02,IAD 02,Primary,Mediacom/BOI,300.0M x 20.0M,255.56,72.255.109.246,MetroNet,149.154.7.70,Metronet,Mediacom Communications Corporation,72.255.109.246,Mediacom Communications Corporation,No Match,mediacom/boi,metronet,mediacom,No,No
IAD 02,IAD 02- B,Secondary,MetroNet,1000.0M x 1000.0M,289.95,149.154.7.70,MetroNet,149.154.7.70,Metronet,Mediacom Communications Corporation,72.255.109.246,Mediacom Communications Corporation,WAN1,metronet,metronet,mediacom,Yes,No
IAD 03,IAD 03,Primary,EB2-Centurylink Fiber,500.0M x 100.0M,230.00,67.41.108.209,EB2-Centurylink Fiber,192.168.0.2,Private IP,AT&T Cell,192.168.2.193,Private IP,WAN1,centurylink,private,private,No,No
IAD 04,IAD 04,Primary,Mediacom/BOI,1000.0M x 30.0M,353.34,72.255.116.186,Mediacom Communications Corporation,72.255.116.186,Mediacom Communications Corporation,Metronet,149.154.7.169,Metronet,No Match,mediacom/boi,mediacom,metronet,No,No
IAD 04,IAD 04- B,Secondary,Metronet,300.0M x 300.0M,139.95,149.154.7.169,Mediacom Communications Corporation,72.255.116.186,Mediacom Communications Corporation,Metronet,149.154.7.169,Metronet,WAN2,metronet,mediacom,metronet,No,Yes
