Site Name,Circuit Purpose,Status,IP Address,Circuits Table Provider,Circuits Table Speed,Enriched Network Name,Enriched Provider,Enriched Speed,DSR Provider,DSR Speed,Has Meraki Notes,Notes Preview
NCC 08,Primary,Enabled,76.248.76.1,AT&T Broadband II,1000.0M x 1000.0M,NCC 08,AT&T Broadband II,1000.0M x 1000.0M,AT&T Broadband II,1000.0M x 1000.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 08,Secondary,Enabled,70.60.204.242,Spectrum,750.0M x 35.0M,NCC 08,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 09,Primary,Enabled,96.10.9.82,Spectrum,1000.0M x 50.0M,NCC 09,Spectrum,940.0M x 35.0M,Spectrum,1000.0M x 50.0M,Yes,"WAN 1
Spectrum
1000.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 09,Secondary,Enabled,99.58.164.1,AT&T Broadband II,300.0M x 300.0M,NCC 09,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
1000.0M x 50.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 10,Primary,Enabled,24.142.198.110,Spectrum,750.0M x 35.0M,NCC 10,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 10,Secondary,Enabled,107.208.172.233,AT&T Broadband II,300.0M x 300.0M,NCC 10,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 11,Primary,Enabled,173.42.50.70,Spectrum,750.0M x 35.0M,NCC 11,AT&T Broadband II,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 11,Secondary,Enabled,107.210.92.89,AT&T Broadband II,1000.0M x 1000.0M,NCC 11,Spectrum,1000.0M x 1000.0M,AT&T Broadband II,1000.0M x 1000.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 13,Primary,Enabled,173.42.50.90,Spectrum,750.0M x 35.0M,NCC 13,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
Lumos Networks
500.0M x 500.0M..."
NCC 13,Secondary,Enabled,74.124.172.46,Lumos Networks,500.0M x 500.0M,NCC 13,Lumos Networks,500.0M x 500.0M,Lumos Networks,500.0M x 500.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
Lumos Networks
500.0M x 500.0M..."
NCC 14,Primary,Enabled,173.42.60.10,Spectrum,750.0M x 35.0M,NCC 14,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 2
VZW Cell
Cell..."
NCC 14,Secondary,No Service Available,NaN,NSA ,300.0M x 300.0M,NCC 14,VZW Cell,Cell,,,Yes,"WAN 2
VZW Cell
Cell..."
NCC 15,Primary,Enabled,70.62.83.50,Spectrum,750.0M x 35.0M,NCC 15,EB2-Windstream Fiber,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
EB2-Windstream Fiber
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 15,Secondary,Enabled,66.16.228.90,EB2-Windstream Fiber,1000.0M x 1000.0M,NCC 15,Spectrum,1000.0M x 1000.0M,EB2-Windstream Fiber,1000.0M x 1000.0M,Yes,"WAN 1
EB2-Windstream Fiber
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 16,Primary,Enabled,74.218.243.174,Spectrum,750.0M x 35.0M,NCC 16,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 16,Secondary,Enabled,172.126.121.129,AT&T Broadband II,300.0M x 300.0M,NCC 16,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 17,Primary,Enabled,70.63.77.82,Spectrum,750.0M x 35.0M,NCC 17,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 17,Secondary,Enabled,107.200.244.201,AT&T Broadband II,300.0M x 300.0M,NCC 17,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 18,Primary,Enabled,24.199.211.46,Spectrum,750.0M x 35.0M,NCC 18,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 2
VZW Cell
Cell..."
NCC 18,Secondary,No Service Available,NaN,NSA,,NCC 18,VZW Cell,Cell,,,Yes,"WAN 2
VZW Cell
Cell..."
NCC 19,Primary,Enabled,173.42.50.78,Spectrum,750.0M x 35.0M,NCC 19,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
NCC 19,Secondary,Order Canceled,NaN,Segra,200.0M x 200.0M,NCC 19,VZW Cell,Cell,,,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
NCC 20,Primary,Enabled,66.57.129.46,Spectrum,750.0M x 35.0M,NCC 20,AT&T Broadband II,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 200.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 20,Secondary,Enabled,107.203.43.57,AT&T Broadband II,1000.0M x 200.0M,NCC 20,Spectrum,1000.0M x 200.0M,AT&T Broadband II,1000.0M x 200.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 200.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 21,Primary,Enabled,173.42.50.74,Spectrum,750.0M x 35.0M,NCC 21,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Unknown..."
NCC 21,Secondary,Information/Approval Needed From Sponsor,NaN,NaN,,NCC 21,Unknown,,,,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Unknown..."
NCC 23,Primary,Enabled,173.42.94.202,Spectrum,750.0M x 35.0M,NCC 23,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 23,Secondary,Enabled,107.210.92.49,AT&T Broadband II,300.0M x 300.0M,NCC 23,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 24,Primary,Enabled,47.49.183.158,Spectrum,600.0M x 35.0M,NCC 24,Spectrum,600.0M x 35.0M,Spectrum,600.0M x 35.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 24,Secondary,Enabled,70.132.132.41,AT&T Broadband II,300.0M x 300.0M,NCC 24,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 25,Primary,Enabled,24.199.160.230,Spectrum,750.0M x 35.0M,NCC 25,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 25,Secondary,Enabled,70.231.63.121,AT&T Broadband II,300.0M x 300.0M,NCC 25,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 26,Primary,Enabled,23.126.1.41,AT&T Broadband II,1000.0M x 1000.0M,NCC 26,AT&T Broadband II,1000.0M x 1000.0M,AT&T Broadband II,1000.0M x 1000.0M,Yes,"WAN1 DSR AT&T 1.0G x 1.0G
First IP 23.126.1.41 - 23.126.1.45
Gateway 23.126.1.46
Subnet 255.255.255...."
NCC 26,Secondary,Order Canceled,NaN,Spectrum,600.0M x 35.0M,NCC 26,AT&T Broadband II,1000.0 M,,,Yes,"WAN1 DSR AT&T 1.0G x 1.0G
First IP 23.126.1.41 - 23.126.1.45
Gateway 23.126.1.46
Subnet 255.255.255...."
NCC 27,Primary,Enabled,156.19.62.218,Spectrum,750.0M x 35.0M,NCC 27,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Digi
Cell..."
NCC 27,Secondary,Customer Action Required,NaN,Conterra Networks,300.0M x 150.0M,NCC 27,Digi,Cell,,,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Digi
Cell..."
NCC 28,Primary,Enabled,144.253.15.46,Spectrum,750.0M x 35.0M,NCC 28,AT&T Broadband II,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 28,Secondary,Enabled,107.207.159.185,AT&T Broadband II,1000.0M x 1000.0M,NCC 28,Spectrum,1000.0M x 1000.0M,AT&T Broadband II,1000.0M x 1000.0M,Yes,"WAN 1
AT&T Broadband II
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 30,Primary,Enabled,96.10.47.50,Spectrum,750.0M x 35.0M,NCC 30,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 2
Digi
Cell..."
NCC 30,Secondary,Information/Approval Needed From Sponsor,NaN,NaN,,NCC 30,Digi,Cell,,,Yes,"WAN 2
Digi
Cell..."
NCC 33,Primary,Enabled,70.62.110.186,Spectrum,750.0M x 35.0M,NCC 33,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 33,Secondary,Enabled,104.12.18.9,AT&T Broadband II,300.0M x 300.0M,NCC 33,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 35,Primary,Enabled,208.180.149.183,Altice,500.0M x 50.0M,NCC 35,Metronet,500.0M x 50.0M,Altice,500.0M x 50.0M,Yes,"WAN 1
Metronet
300.0M x 300.0M
WAN 2
Altice
500.0M x 50.0M..."
NCC 35,Secondary,Enabled,149.154.45.16,Metronet,300.0M x 300.0M,NCC 35,Altice,300.0M x 300.0M,Metronet,300.0M x 300.0M,Yes,"WAN 1
Metronet
300.0M x 300.0M
WAN 2
Altice
500.0M x 50.0M..."
NCC 36,Primary,Enabled,66.57.79.162,Spectrum,750.0M x 35.0M,NCC 36,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
GreenLight
1000.0M x 1000.0M..."
NCC 36,Secondary,Enabled,216.210.92.222,GreenLight,1000.0M x 1000.0M,NCC 36,GreenLight,1000.0M x 1000.0M,GreenLight,1000.0M x 1000.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
GreenLight
1000.0M x 1000.0M..."
NCC 37,Primary,Enabled,174.108.204.246,Spectrum,750.0M x 35.0M,NCC 37,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
MetroNet
300.0M x 300.0M..."
NCC 37,Secondary,Enabled,216.82.18.25,MetroNet,300.0M x 300.0M,NCC 37,MetroNet,300.0M x 300.0M,MetroNet,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
MetroNet
300.0M x 300.0M..."
NCC 38,Primary,Construction Approved,NaN,Spectrum,750.0M x 35.0M,NCC 38,MetroNet,1000.0 M,,,Yes,"WAN 1
MetroNet
1000.0M x 1000.0M
WAN 2
VZW Cell
Cell..."
NCC 38,Secondary,Enabled,195.252.194.188,MetroNet,1000.0M x 1000.0M,NCC 38,VZW Cell,Cell,MetroNet,1000.0M x 1000.0M,Yes,"WAN 1
MetroNet
1000.0M x 1000.0M
WAN 2
VZW Cell
Cell..."
NCC 39,Primary,Enabled,24.172.12.190,Spectrum,750.0M x 35.0M,NCC 39,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 39,Secondary,Enabled,23.120.26.113,AT&T Broadband II,300.0M x 300.0M,NCC 39,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 40,Primary,Enabled,24.172.234.246,Spectrum,750.0M x 35.0M,NCC 40,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
EB2-Windstream Fiber
500.0M x 500.0M..."
NCC 40,Secondary,Enabled,209.253.208.134,EB2-Windstream Fiber,500.0M x 500.0M,NCC 40,EB2-Windstream Fiber,500.0M x 500.0M,EB2-Windstream Fiber,500.0M x 500.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
EB2-Windstream Fiber
500.0M x 500.0M..."
NCC 41,Primary,Enabled,173.42.50.238,Spectrum,750.0M x 35.0M,NCC 41,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 41,Secondary,Enabled,99.58.164.97,AT&T Broadband II,300.0M x 300.0M,NCC 41,AT&T Broadband II,300.0M x 300.0M,AT&T Broadband II,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
AT&T Broadband II
300.0M x 300.0M..."
NCC 42,Primary,Enabled,104.13.12.121,AT&T Broadband II,100.0M x 20.0M,NCC 42,AT&T Broadband II,100.0M x 20.0M,AT&T Broadband II,100.0M x 20.0M,Yes,"WAN 1
AT&T Broadband II
100.0M x 20.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 42,Secondary,Enabled,24.199.176.230,Spectrum,750.0M x 35.0M,NCC 42,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
AT&T Broadband II
100.0M x 20.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 43,Primary,Enabled,47.49.163.174,Spectrum,750.0M x 35.0M,NCC 43,EB2-Windstream Fiber,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
EB2-Windstream Fiber
500.0M x 500.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 43,Secondary,Enabled,66.217.75.138,EB2-Windstream Fiber,500.0M x 500.0M,NCC 43,Spectrum,500.0M x 500.0M,EB2-Windstream Fiber,500.0M x 500.0M,Yes,"WAN 1
EB2-Windstream Fiber
500.0M x 500.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 44,Primary,Enabled,174.99.171.30,Spectrum,750.0M x 35.0M,NCC 44,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
VZW Cell
Cell..."
NCC 44,Secondary,Order Canceled,NaN,NaN,,NCC 44,VZW Cell,Cell,,,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
VZW Cell
Cell..."
NCC 45,Primary,Enabled,96.10.113.218,Spectrum,600.0M x 35.0M,NCC 45,Spectrum,600.0M x 35.0M,Spectrum,600.0M x 35.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Level 3 Parent, LLC..."
NCC 45,Primary,Enabled,96.10.113.218,Spectrum,600.0M x 35.0M,NCC 45,Spectrum,600.0M x 35.0M,Spectrum,600.0M x 35.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Level 3 Parent, LLC..."
NCC 45,Secondary,Enabled,NaN,Brightspeed,100.0M x 100.0M,NCC 45,"Level 3 Parent, LLC",100.0M x 100.0M,Brightspeed,100.0M x 100.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Level 3 Parent, LLC..."
NCC 45,Secondary,Enabled,NaN,Brightspeed,100.0M x 100.0M,NCC 45,"Level 3 Parent, LLC",100.0M x 100.0M,Brightspeed,100.0M x 100.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Level 3 Parent, LLC..."
NCC 46,Primary,Enabled,70.63.76.162,Spectrum,750.0M x 35.0M,NCC 46,Windstream,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Windstream
100.0M x 100.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 46,Secondary,Enabled,66.217.80.62,Windstream,100.0M x 100.0M,NCC 46,Spectrum,100.0M x 100.0M,Windstream,100.0M x 100.0M,Yes,"WAN 1
Windstream
100.0M x 100.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NCC 47,Primary,Enabled,74.219.25.130,Spectrum,750.0M x 35.0M,NCC 47,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
MetroNet
500.0M x 500.0M..."
NCC 47,Secondary,Enabled,149.154.24.39,MetroNet,500.0M x 500.0M,NCC 47,MetroNet,500.0M x 500.0M,MetroNet,500.0M x 500.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
MetroNet
500.0M x 500.0M..."
NCC 48,Primary,Order Canceled,NaN,Spectrum,600.0M x 35.0M,NCC 48,Brightspeed,300.0 M,,,Yes,"WAN 1
Brightspeed
300.0M x 300.0M
WAN 2
VZW Cell
Cell..."
NCC 48,Secondary,Enabled,64.158.8.74,Brightspeed,300.0M x 300.0M,NCC 48,VZW Cell,Cell,Brightspeed,300.0M x 300.0M,Yes,"WAN 1
Brightspeed
300.0M x 300.0M
WAN 2
VZW Cell
Cell..."
NCC 51,Primary,Enabled,207.192.229.44,Altice West,300.0M x 50.0M,NCC 51,Altice West,100.0M x 10.0M,Altice West,300.0M x 50.0M,Yes,"WAN 1
Altice West
300.0M x 50.0M
WAN 2
Starlink
Satellite..."
NCC 51,Secondary,Construction In Progress,NaN,MetroNet,300.0M x 300.0M,NCC 51,Starlink,Satellite,,,Yes,"WAN 1
Altice West
300.0M x 50.0M
WAN 2
Starlink
Satellite..."
NCC 52,Primary,Enabled,173.95.111.214,Spectrum,750.0M x 35.0M,NCC 52,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
Metronet
100.0M x 100.0M..."
NCC 52,Secondary,Enabled,152.117.99.250,Metronet,100.0M x 100.0M,NCC 52,Metronet,100.0M x 100.0M,Metronet,100.0M x 100.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
Metronet
100.0M x 100.0M..."
NCN 01,Primary,Enabled,24.172.12.22,Spectrum,600.0M x 35.0M,NCN 01,Spectrum,600.0M x 35.0M,Spectrum,600.0M x 35.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Brightspeed
100.0M x 100.0M..."
NCN 01,Secondary,Enabled,71.37.136.213,Brightspeed,100.0M x 100.0M,NCN 01,Brightspeed,100.0M x 100.0M,Brightspeed,100.0M x 100.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Brightspeed
100.0M x 100.0M..."
NDG 01,Primary,Enabled,24.220.46.162,Midcontinent,500.0M x 50.0M,NDG 01,Midcontinent,500.0M x 50.0M,Midcontinent,500.0M x 50.0M,Yes,"WAN 1
Midcontinent
500.0M x 50.0M
WAN 2
Digi
Cell..."
NDG 01,Secondary,Customer Action Required,NaN,Dakota Carrier Network,100.0M x 100.0M,NDG 01,Digi,Cell,,,Yes,"WAN 1
Midcontinent
500.0M x 50.0M
WAN 2
Digi
Cell..."
NEG 01,Primary,Enabled,71.8.217.226,Spectrum,750.0M x 35.0M,NEG 01,Allo Communications,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Allo Communications
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NEG 01,Secondary,Enabled,206.222.219.64,Allo Communications,1000.0M x 1000.0M,NEG 01,Spectrum,1000.0M x 1000.0M,Allo Communications,1000.0M x 1000.0M,Yes,"WAN 1
Allo Communications
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
NEL 01,Primary,Enabled,76.79.25.54,Spectrum,750.0M x 35.0M,NEL 01,Customer Static IP Range at LNK02-OA01,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Customer Static IP Range at LNK02-OA01
WAN 2
Spectrum
750.0M x 35.0M..."
NEL 01,Secondary,Enabled,209.50.93.36,Allo Communications,1000.0M x 1000.0M,NEL 01,Spectrum,1000.0M x 1000.0M,Allo Communications,1000.0M x 1000.0M,Yes,"WAN 1
Customer Static IP Range at LNK02-OA01
WAN 2
Spectrum
750.0M x 35.0M..."
NEO 01,Primary,Enabled,184.189.175.66,Cox Business/BOI,300.0M x 30.0M,NEO 01,Great Plains Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Great Plains Communications
1000.0M x 300.0M
WAN 2
Cox Business BOI
300.0M x 30.0M..."
NEO 01,Secondary,Enabled,64.64.137.13,Great Plains Communications,1000.0M x 300.0M,NEO 01,Cox Business/BOI,1000.0M x 300.0M,Great Plains Communications,1000.0M x 300.0M,Yes,"WAN 1
Great Plains Communications
1000.0M x 300.0M
WAN 2
Cox Business BOI
300.0M x 30.0M..."
NEO 03,Primary,Enabled,98.171.225.242,Cox Business/BOI,300.0M x 30.0M,NEO 03,Great Plains Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Great Plains Communications
1000.0M x 300.0M
WAN 2
Cox Business BOI
300.0M x 30.0M..."
NEO 03,Secondary,Enabled,223.165.98.229,Great Plains Communications,1000.0M x 300.0M,NEO 03,Cox Business/BOI,1000.0M x 300.0M,Great Plains Communications,1000.0M x 300.0M,Yes,"WAN 1
Great Plains Communications
1000.0M x 300.0M
WAN 2
Cox Business BOI
300.0M x 30.0M..."
NEO 04,Primary,Enabled,72.215.216.179,Cox Business/BOI,300.0M x 30.0M,NEO 04,Great Plains Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Great Plains Communications
1000.0M x 300.0M
WAN 2
Cox Business BOI
300.0M x 30.0M..."
NEO 04,Secondary,Enabled,24.223.126.167,Great Plains Communications,1000.0M x 300.0M,NEO 04,Cox Business/BOI,1000.0M x 300.0M,Great Plains Communications,1000.0M x 300.0M,Yes,"WAN 1
Great Plains Communications
1000.0M x 300.0M
WAN 2
Cox Business BOI
300.0M x 30.0M..."
NEO 05,Primary,Enabled,184.183.225.86,Cox Business/BOI,300.0M x 30.0M,NEO 05,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
NEO 05,Secondary,Enabled,65.103.170.121,EB2-Centurylink DSL,100.0M x 10.0M,NEO 05,EB2-Centurylink DSL,100.0M x 10.0M,EB2-Centurylink DSL,100.0M x 10.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
NEO 06,Primary,Enabled,184.189.166.231,Cox Business/BOI,300.0M x 30.0M,NEO 06,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
NEO 06,Secondary,Enabled,65.103.170.65,EB2-Centurylink DSL,100.0M x 10.0M,NEO 06,EB2-Centurylink DSL,100.0M x 10.0M,EB2-Centurylink DSL,100.0M x 10.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
NEO 07,Primary,Enabled,98.179.45.43,Cox Business/BOI,300.0M x 50.0M,NEO 07,Great Plains Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 50.0M,Yes,"WAN 1
Great Plains Communications
100.0M x 100.0M
WAN 2
Cox Business/BOI
300.0M x 50.0M..."
NEO 07,Secondary,Enabled,173.240.90.78,Great Plains Communications,100.0M x 100.0M,NEO 07,Cox Business/BOI,100.0M x 100.0M,Great Plains Communications,100.0M x 100.0M,Yes,"WAN 1
Great Plains Communications
100.0M x 100.0M
WAN 2
Cox Business/BOI
300.0M x 50.0M..."
NMA 01,Primary,Enabled,50.240.15.89,Comcast Workplace,300.0M x 30.0M,NMA 01,DSR Unite Network x First IP 209.71.136.2 Gateway 209.71.136.1 Subnet 255.255.255.252,300.0M x 30.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN1 DSR Unite Network 300.0M x 300.0M
First IP 209.71.136.2
Gateway 209.71.136.1
Subnet 255.255.255..."
NMA 01,Secondary,Enabled,209.71.136.2,Unite Private Networks,300.0M x 300.0M,NMA 01,DSR Comcast x First IP 50.240.15.89 Gateway 50.240.15.90 Subnet 255.255.255.252,300.0M x 300.0M,Unite Private Networks,300.0M x 300.0M,Yes,"WAN1 DSR Unite Network 300.0M x 300.0M
First IP 209.71.136.2
Gateway 209.71.136.1
Subnet 255.255.255..."
NMA 02,Primary,Enabled,50.188.167.53,Comcast Workplace,500.0M x 35.0M,NMA 02,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,500.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
ComcastAgg CLink
20.0M x 5.0M..."
NMA 02,Secondary,Information/Approval Needed From Sponsor,NaN,NaN,,NMA 02,ComcastAgg CLink,20.0 M,,,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
ComcastAgg CLink
20.0M x 5.0M..."
NMA 03,Primary,Enabled,50.77.43.201,Comcast Workplace,750.0M x 35.0M,NMA 03,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
VZW Cell
Cell..."
